id,num_words,avg_num_words_per_sentence,avg_num_syllables_per_word,dale_chall_readability_score,num_sentences,flesch_kincaid_grade,text_len,automated_readability_index,flesch_reading_ease,avg_words_len,avg_sentences_len,standard_error,target
ec888c025,195,19.5,1.4307692307692308,7.44,10,8.5,1129,10.9,68.6,5.78974358974359,112.9,0.506761469,0.02739912
188449e7e,184,18.4,1.6032608695652173,7.98,10,10.5,1080,10.8,52.8,5.869565217391305,108.0,0.469895545,-1.218451365
e24391c0c,189,14.538461538461538,1.312169312169312,6.53,13,5.4,971,5.3,82.14,5.137566137566138,74.6923076923077,0.50782756,-2.3370277980000003
90ba26317,148,24.666666666666668,1.6824324324324325,8.63,6,16.0,909,17.6,32.97,6.141891891891892,151.5,0.507338494,-0.384449836
7eacd1edc,161,10.0625,1.31055900621118,6.2,16,3.7,904,5.4,86.6,5.614906832298137,56.5,0.472455974,-0.163070217
bc1fb901e,163,27.166666666666668,1.5766871165644172,8.57,6,13.9,1003,16.5,43.87,6.153374233128834,167.16666666666666,0.455345321,-1.4100707469999998
4b9e40924,190,12.666666666666666,1.268421052631579,6.01,15,4.7,1095,7.4,83.96,5.7631578947368425,73.0,0.474115623,-0.432077259
29c7b573f,149,14.9,1.563758389261745,8.08,10,9.1,974,12.2,56.35,6.5369127516778525,97.4,0.46496899799999997,-0.6413322029999999
f7c205371,145,24.166666666666668,1.9793103448275862,11.04,6,17.4,1038,19.7,13.07,7.158620689655172,173.0,0.47389574799999995,-1.961218774
fcc566f86,180,15.0,1.261111111111111,5.96,12,5.6,982,7.1,81.63,5.455555555555556,81.83333333333333,0.4744699,0.036622032
b7ff3f935,149,13.545454545454545,1.4899328859060403,7.55,11,7.9,835,7.8,64.81,5.604026845637584,75.9090909090909,0.475323239,-0.152209653
475a53f12,175,14.583333333333334,1.7885714285714285,8.38,12,12.5,1129,13.0,36.79,6.451428571428571,94.08333333333333,0.479693551,-1.478113115
46577b58d,179,17.9,1.3519553072625698,6.02,10,7.9,960,8.1,70.23,5.363128491620111,96.0,0.57491378,0.844974076
d7064ad71,160,17.77777777777778,1.45625,6.69,9,9.1,929,10.2,61.87,5.80625,103.22222222222223,0.47237168399999996,-0.173404195
916faaa6b,156,22.285714285714285,1.7692307692307692,9.09,7,14.3,1024,16.0,31.92,6.564102564102564,146.28571428571428,0.492069405,-1.4749373559999999
0e3ee0b16,176,22.0,1.3068181818181819,6.34,8,8.3,1008,11.9,74.53,5.7272727272727275,126.0,0.475644145,0.33789777200000004
acb53f607,170,10.625,1.5,7.22,16,7.6,1029,9.7,65.52,6.052941176470588,64.3125,0.523192736,-2.312680565
f9fb02afe,181,22.625,1.4972375690607735,7.9,8,10.9,1118,14.3,57.0,6.176795580110498,139.75,0.474929324,-0.668905761
1ec0dccc1,140,11.666666666666666,1.3642857142857143,6.13,12,5.5,812,7.1,76.52,5.8,67.66666666666667,0.497316394,0.5825860660000001
e0c5e988c,149,7.095238095238095,1.2751677852348993,5.32,21,3.0,836,4.5,88.43,5.610738255033557,39.80952380952381,0.491887255,-0.142303129
e11b8183b,200,18.181818181818183,1.405,6.6,11,8.7,1133,10.6,68.1,5.665,103.0,0.467487374,-0.39411603100000003
b949b1ef7,177,22.125,1.655367231638418,9.01,8,13.1,1105,14.4,40.58,6.242937853107344,138.125,0.5022647020000001,-2.241481592
994cc6091,179,13.76923076923077,1.2905027932960893,5.64,13,5.1,932,5.3,82.85,5.206703910614525,71.6923076923077,0.578445878,0.992717695
bae209b89,196,10.31578947368421,1.2755102040816326,8.0,19,25.2,1084,32.6,30.58,5.530612244897959,57.05263157894737,0.6150584570000001,1.432603719
747e04d46,200,9.090909090909092,1.26,6.53,22,9.5,1071,11.6,71.48,5.355,48.68181818181818,0.502542213,0.650396086
3a7c0e5c0,155,12.916666666666666,1.303225806451613,6.07,12,5.2,860,7.0,82.54,5.548387096774194,71.66666666666667,0.527523953,0.922598578
5f1e73614,185,30.833333333333332,1.5027027027027027,8.58,6,14.1,1155,18.7,48.67,6.243243243243243,192.5,0.47982674700000005,-2.098625275
f80bf00cd,175,15.909090909090908,1.3942857142857144,7.13,11,7.1,968,7.9,72.26,5.531428571428571,88.0,0.496220659,-0.424981939
8fa893ad4,183,22.875,1.5245901639344261,8.22,8,11.0,1097,13.6,56.69,5.994535519125683,137.125,0.462796572,-0.344269809
3c1674b21,177,22.125,1.5649717514124293,7.05,8,11.9,1059,13.1,49.04,5.983050847457627,132.375,0.446454169,-0.878020998
a4fa3021c,148,16.444444444444443,1.722972972972973,10.53,9,10.9,1017,14.5,46.37,6.871621621621622,113.0,0.462814431,-1.2779499570000001
df86b1ee8,184,13.142857142857142,1.4130434782608696,7.12,14,6.0,1088,8.4,75.1,5.913043478260869,77.71428571428571,0.482924251,-1.457473562
4df967e22,149,21.285714285714285,1.483221476510067,7.77,7,10.4,889,12.6,58.32,5.966442953020135,127.0,0.564733378,0.20725867
26395cae9,164,54.666666666666664,1.7378048780487805,10.68,3,25.8,1096,32.7,7.49,6.682926829268292,365.3333333333333,0.45712807,-1.441185956
25e6b2031,188,26.857142857142858,1.4148936170212767,7.15,7,11.4,1059,13.9,61.09,5.632978723404255,151.28571428571428,0.477324751,-0.698003989
3a4b56999,184,18.4,1.6467391304347827,8.67,10,10.5,1214,14.2,52.8,6.5978260869565215,121.4,0.49893817,-2.215148883
82f92f8a5,145,24.166666666666668,1.5793103448275863,7.89,6,12.7,873,14.3,46.91,6.020689655172414,145.5,0.465326411,-0.297259587
a9397ddc1,148,24.666666666666668,1.8513513513513513,10.2,6,16.5,1067,20.2,21.02,7.20945945945946,177.83333333333334,0.545408737,-3.263499847
b1182ff9a,154,38.5,1.7142857142857142,10.16,4,19.5,1029,24.6,23.94,6.681818181818182,257.25,0.465186813,-1.479471819
7099e038d,187,23.375,1.5614973262032086,8.43,8,12.4,1132,14.1,47.72,6.053475935828877,141.5,0.474001713,-1.8842976219999998
ea39d6014,150,10.714285714285714,1.3266666666666667,6.38,14,3.9,836,5.5,85.99,5.573333333333333,59.714285714285715,0.53797934,0.488056427
33a5087e7,162,27.0,1.6851851851851851,8.97,6,15.0,1036,17.6,35.61,6.395061728395062,172.66666666666666,0.482679831,-1.683761536
a20087e7c,154,17.11111111111111,1.62987012987013,7.87,9,10.0,972,12.2,54.12,6.311688311688312,108.0,0.470077836,-0.7576071529999999
663afa987,196,17.818181818181817,1.4795918367346939,6.86,11,9.1,1109,9.5,61.87,5.658163265306122,100.81818181818181,0.55414403,1.268987149
d2f71c57b,143,13.0,1.3776223776223777,6.78,11,6.5,786,7.0,73.88,5.496503496503497,71.45454545454545,0.492757096,-0.09500426599999999
7cc35371e,201,33.5,1.7064676616915422,10.09,6,17.5,1323,21.7,29.01,6.582089552238806,220.5,0.493216031,-1.540198331
26fd0c675,171,14.25,1.391812865497076,6.99,12,7.0,978,8.7,72.66,5.719298245614035,81.5,0.497405618,0.08280077799999999
708324262,178,16.181818181818183,1.6404494382022472,6.91,11,10.2,1084,11.5,53.41,6.089887640449438,98.54545454545455,0.49583843299999997,-0.10984593599999999
e882f463d,149,24.833333333333332,1.5369127516778522,8.36,6,11.8,939,16.0,54.76,6.302013422818792,156.5,0.484095735,-0.19536495899999998
073875f13,172,13.23076923076923,1.3662790697674418,6.27,13,6.5,1010,8.8,73.88,5.872093023255814,77.6923076923077,0.488878205,0.011813763
0d90e92a3,177,12.642857142857142,1.4858757062146892,7.65,14,7.0,1024,7.5,67.15,5.785310734463277,73.14285714285714,0.466388719,-0.32779613399999996
ab24f949c,162,18.0,1.5123456790123457,8.44,9,10.0,967,12.1,59.33,5.969135802469136,107.44444444444444,0.46620647299999995,-0.432472085
f805c380d,140,20.0,1.7142857142857142,7.79,7,12.3,877,13.4,42.72,6.264285714285714,125.28571428571429,0.475079894,-1.417432918
39ddf1d39,172,11.466666666666667,1.4127906976744187,7.05,15,5.4,1000,7.1,76.72,5.813953488372093,66.66666666666667,0.49203360399999996,0.323425373
c6ac6a81e,154,19.25,1.8246753246753247,9.21,8,13.2,1020,14.7,34.97,6.623376623376624,127.5,0.524443396,-2.7682479460000002
3bc279c79,195,21.666666666666668,1.4923076923076923,6.82,9,10.6,1197,13.7,57.91,6.138461538461539,133.0,0.468163251,-0.701958848
1d3b50f9d,178,19.77777777777778,1.5561797752808988,7.19,9,11.0,1032,11.1,51.38,5.797752808988764,114.66666666666667,0.46021043100000003,-0.827983792
36a340cb8,197,21.88888888888889,1.4720812182741116,8.17,9,10.7,1146,12.3,57.71,5.817258883248731,127.33333333333333,0.50550191,-1.067677743
95c133a73,175,21.875,1.7942857142857143,10.05,8,14.2,1145,15.7,32.33,6.542857142857143,143.125,0.500680018,-2.601398503
3bd492e5f,165,27.5,1.8545454545454545,9.98,6,17.6,1116,19.5,18.18,6.763636363636364,186.0,0.499964556,-1.979797604
e427c1a62,175,25.0,1.4342857142857144,6.62,7,12.3,1014,15.8,58.76,5.7942857142857145,144.85714285714286,0.516170055,-1.7215822330000001
6c21d9b1e,170,28.333333333333332,1.3411764705882352,7.26,6,9.2,933,11.9,72.19,5.488235294117647,155.5,0.46050061299999995,-1.136051502
fe6620086,144,20.571428571428573,1.8819444444444444,10.89,7,13.9,999,15.6,27.83,6.9375,142.71428571428572,0.463512485,-1.776309711
2491eebf3,143,13.0,1.7692307692307692,8.92,11,10.7,966,12.2,41.36,6.755244755244755,87.81818181818181,0.44607282200000004,-0.913326537
31aba067d,159,14.454545454545455,1.389937106918239,6.34,11,6.6,921,8.5,73.68,5.7924528301886795,83.72727272727273,0.47183999,-0.12465925300000001
8a23a4ba3,156,22.285714285714285,1.6794871794871795,8.39,7,13.2,1004,15.4,40.38,6.435897435897436,143.42857142857142,0.494318576,-2.1230866980000003
b1aafcfd0,195,8.125,1.4,5.33,24,4.1,1120,5.0,80.17,5.743589743589744,46.666666666666664,0.520880392,0.49842990200000004
fb2d4c9d6,178,11.866666666666667,1.4831460674157304,6.44,15,6.8,1063,8.1,67.86,5.97191011235955,70.86666666666666,0.476855963,0.259730278
88d52f8e2,172,24.571428571428573,1.7093023255813953,9.35,7,14.1,1113,16.7,38.05,6.47093023255814,159.0,0.584037606,-3.0515245280000003
33511af2b,183,20.333333333333332,1.7049180327868851,9.22,9,12.4,1200,15.0,42.41,6.557377049180328,133.33333333333334,0.528027654,-2.652384117
10426d8a6,161,23.0,1.565217391304348,7.92,7,12.3,911,12.1,48.13,5.658385093167702,130.14285714285714,0.515562965,-2.864956753
200001c2d,198,24.75,1.3131313131313131,6.64,8,10.8,1076,13.6,68.13,5.434343434343434,134.5,0.449174809,-0.909141193
69c52df11,173,21.625,1.9710982658959537,9.73,8,16.4,1138,15.8,15.71,6.578034682080925,142.25,0.472830645,-1.3570383780000002
ec437fd25,142,12.909090909090908,1.5352112676056338,8.39,11,7.1,871,9.3,66.84,6.133802816901408,79.18181818181819,0.45270631100000003,-1.451768512
195bb7384,160,13.333333333333334,1.5,7.06,12,7.3,936,8.2,66.44,5.85,78.0,0.48065921,-1.134821962
7a1723dd0,179,22.375,1.3687150837988826,6.78,8,9.7,989,11.1,65.66,5.5251396648044695,123.625,0.469307404,-1.612461057
6c04954f0,176,14.666666666666666,1.6306818181818181,8.4,12,9.0,1126,11.4,56.55,6.3977272727272725,93.83333333333333,0.5009090420000001,-0.302916244
a4758360d,147,24.5,1.4829931972789117,8.07,6,11.7,855,13.6,55.07,5.816326530612245,142.5,0.47693526799999997,-1.7173297840000001
74dcefd0b,176,19.555555555555557,1.7443181818181819,9.27,9,12.1,1106,13.3,43.12,6.284090909090909,122.88888888888889,0.47060441799999997,-2.088891083
bac396931,145,29.0,1.8206896551724139,10.06,5,15.1,988,18.1,29.99,6.813793103448276,197.6,0.497729955,-0.202360343
0b2b28516,153,19.125,1.4183006535947713,7.58,8,8.4,873,10.3,69.01,5.705882352941177,109.125,0.51662611,-1.533553613
2d91125e2,166,20.75,1.6686746987951808,8.66,8,12.6,1054,14.2,41.9,6.349397590361446,131.75,0.506600907,-2.082496583
5c22a3c42,161,14.636363636363637,1.515527950310559,6.32,11,7.8,941,8.7,65.12,5.84472049689441,85.54545454545455,0.488466609,-0.8006733559999999
0e54e5176,159,19.875,1.5849056603773586,7.8,8,11.1,1033,14.4,51.28,6.49685534591195,129.125,0.48748919399999996,-0.933473096
daa697f3e,187,18.7,1.4545454545454546,7.86,10,9.4,1108,11.1,60.95,5.925133689839572,110.8,0.471736163,-0.366843066
d1e534d7e,195,13.0,1.5025641025641026,7.3,15,8.0,1158,9.5,64.71,5.938461538461539,77.2,0.463235347,-0.838837134
d0e0b8a07,191,17.363636363636363,1.4031413612565444,7.23,11,8.4,1118,11.1,69.01,5.853403141361256,101.63636363636364,0.47640367100000003,0.09869320699999999
65c3fc984,167,20.875,1.5748502994011977,7.89,8,11.4,1086,14.9,50.26,6.502994011976048,135.75,0.47012804,-1.893606415
a26d6d550,191,19.1,1.418848167539267,7.23,10,8.4,1117,11.0,69.01,5.848167539267016,111.7,0.45590078700000003,0.053523571
c19430bb5,177,22.125,1.4858757062146892,7.94,8,10.7,1032,12.4,57.5,5.830508474576271,129.0,0.444114487,-1.7772443230000001
aa628d18b,192,21.333333333333332,1.578125,7.74,9,11.6,1194,13.9,49.86,6.21875,132.66666666666666,0.47626595,-1.2847128490000002
e48f075f9,191,17.363636363636363,1.3926701570680629,6.4,11,7.7,1092,9.5,70.73,5.717277486910994,99.27272727272727,0.469099515,-0.45173624799999995
e6fd2bc8a,178,12.714285714285714,1.5056179775280898,7.37,14,7.1,998,6.7,67.04,5.606741573033708,71.28571428571429,0.47757785,-0.204233477
e7dc3df1d,142,17.75,1.3309859154929577,6.63,8,6.7,780,8.7,78.79,5.492957746478873,97.5,0.517151805,0.843423217
6dc285550,182,16.545454545454547,1.4505494505494505,6.88,11,8.5,1101,10.7,63.19,6.049450549450549,100.0909090909091,0.46350404100000003,-0.6546333520000001
49476203e,164,18.22222222222222,1.4573170731707317,6.75,9,9.2,985,11.3,61.46,6.0060975609756095,109.44444444444444,0.491776709,0.39033367399999996
7a0474321,193,11.352941176470589,1.2435233160621761,6.55,17,5.4,1074,9.0,87.55,5.564766839378239,63.1764705882353,0.5657198179999999,1.410419892
4fe36299f,197,19.7,1.4720812182741116,6.54,10,9.8,1170,11.7,59.94,5.939086294416244,117.0,0.508064063,0.619312344
195133a2c,162,18.0,1.3950617283950617,6.87,9,8.0,870,8.2,70.13,5.37037037037037,96.66666666666667,0.49558261200000003,0.40496417
9ca3de311,198,18.0,1.4292929292929293,7.24,11,8.0,1213,11.8,70.13,6.126262626262626,110.27272727272727,0.467910489,-1.0409923429999999
7dadc99f7,155,22.142857142857142,1.5935483870967742,8.3,7,11.9,965,14.4,49.04,6.225806451612903,137.85714285714286,0.522392655,-2.232322583
0ca04f879,154,22.0,1.7142857142857142,8.83,7,13.1,1009,15.8,40.69,6.5519480519480515,144.14285714285714,0.45447389299999996,-1.016749845
8c42df10f,163,14.818181818181818,1.4478527607361964,7.35,11,7.3,936,9.2,71.85,5.742331288343558,85.0909090909091,0.45002132100000003,-0.790763483
56771fd66,199,24.875,1.3417085427135678,6.87,8,10.8,1119,14.6,68.03,5.623115577889447,139.875,0.459650857,-0.547254201
9c11fddcc,152,19.0,1.5328947368421053,7.31,8,10.6,890,12.3,57.91,5.855263157894737,111.25,0.472374566,-1.758081302
22cb49f55,162,20.25,1.376543209876543,7.12,8,9.9,877,11.0,64.95,5.41358024691358,109.625,0.471956197,-0.26086794399999996
11c3536a9,190,10.555555555555555,1.3526315789473684,6.57,18,5.1,1132,7.3,77.64,5.957894736842105,62.888888888888886,0.476759858,-0.14072341800000002
b32813296,194,17.636363636363637,1.5515463917525774,7.77,11,10.2,1170,11.1,53.61,6.030927835051546,106.36363636363636,0.531850791,-1.8480636959999999
5e818791b,185,26.428571428571427,1.6378378378378378,9.21,7,13.6,1147,16.3,44.68,6.2,163.85714285714286,0.46886174799999997,-0.681241428
858c1c937,161,23.0,1.4285714285714286,7.43,7,9.9,931,12.6,65.05,5.782608695652174,133.0,0.49027645,0.23491040800000001
466d31b75,173,21.625,1.4855491329479769,8.18,8,10.5,1074,14.0,58.01,6.208092485549133,134.25,0.48585519200000005,-1.02345278
067254eba,174,17.4,1.4885057471264367,7.62,10,10.6,1074,13.9,57.81,6.172413793103448,107.4,0.47015010100000004,-1.097923263
3506c7729,142,10.923076923076923,1.5633802816901408,7.51,13,7.5,888,8.9,60.41,6.253521126760563,68.3076923076923,0.596570705,1.079362146
7c5e4c544,186,26.571428571428573,1.5698924731182795,7.16,7,13.7,1144,16.2,44.48,6.150537634408602,163.42857142857142,0.450271679,-0.26854275899999996
4bda63175,152,19.0,1.6513157894736843,7.8,8,11.9,940,12.6,43.73,6.184210526315789,117.5,0.490642068,0.614928616
8ad831af1,165,18.333333333333332,1.3515151515151516,6.08,9,8.1,874,8.1,69.82,5.296969696969697,97.11111111111111,0.476121488,-0.067277264
75a659e45,179,14.916666666666666,1.547486033519553,7.2,12,7.9,1095,10.2,64.81,6.11731843575419,91.25,0.464927706,-1.009732977
60305c619,152,19.0,1.618421052631579,7.7,8,10.7,964,13.4,52.19,6.342105263157895,120.5,0.508086047,-1.0782375929999999
e48d82d90,146,16.22222222222222,1.36986301369863,6.6,9,7.2,830,8.8,71.95,5.684931506849315,92.22222222222223,0.511167165,0.16935606600000003
b822dd87a,188,23.5,1.4361702127659575,7.83,8,11.4,1068,14.1,61.09,5.680851063829787,133.5,0.50429004,0.228542017
82a6d3579,181,16.454545454545453,1.3038674033149171,6.63,11,6.8,979,8.5,78.48,5.4088397790055245,89.0,0.648473916,1.367284376
7406f3ec9,193,8.041666666666666,1.238341968911917,4.87,24,1.8,1017,2.9,96.79,5.269430051813472,42.375,0.492358891,-0.30570297399999996
8aa8eb87a,179,16.272727272727273,1.6201117318435754,7.8,11,9.6,1064,10.1,54.93,5.944134078212291,96.72727272727273,0.520014898,-2.64763109
80a6e054b,172,14.333333333333334,1.4127906976744187,7.38,12,6.5,973,7.7,73.88,5.656976744186046,81.08333333333333,0.454611495,-1.833088289
ecec71bf5,159,19.875,1.3270440251572326,6.21,8,7.5,836,8.8,76.66,5.2578616352201255,104.5,0.468328697,-0.6521941960000001
169427af9,184,20.444444444444443,1.451086956521739,6.97,9,10.1,1093,12.2,59.23,5.940217391304348,121.44444444444444,0.487233627,-0.569842532
5571f838d,167,18.555555555555557,1.748502994011976,7.68,9,11.7,1079,13.6,44.14,6.461077844311378,119.88888888888889,0.508062665,-0.120578597
190b37c5d,187,14.384615384615385,1.4171122994652405,7.39,13,6.5,1108,9.0,73.78,5.925133689839572,85.23076923076923,0.47376465799999995,-0.7920716440000001
ff05c5c21,141,17.625,1.3617021276595744,7.31,8,7.8,808,9.7,70.53,5.7304964539007095,101.0,0.498300416,0.555299059
70889932b,197,21.88888888888889,1.3959390862944163,6.73,9,9.5,1062,10.2,66.17,5.3908629441624365,118.0,0.475983275,-0.650477293
edf40f465,189,15.75,1.417989417989418,7.43,12,7.1,1130,9.9,72.36,5.978835978835979,94.16666666666667,0.5077815760000001,0.900302169
041370a06,185,18.5,1.3783783783783783,7.46,10,8.1,1091,10.9,69.62,5.897297297297297,109.1,0.473675489,-0.699882514
a64a9ee5e,150,6.25,1.2266666666666666,5.42,24,1.0,734,0.1,98.92,4.8933333333333335,30.583333333333332,0.51965615,0.624396241
586e63886,198,24.75,1.5151515151515151,7.82,8,11.8,1199,14.8,54.76,6.055555555555555,149.875,0.461729845,-1.161062744
c3f7b5a72,192,24.0,1.6666666666666667,8.03,8,13.8,1236,16.2,38.66,6.4375,154.5,0.48324997700000005,-0.5962579370000001
551e0fc0b,196,10.88888888888889,1.316326530612245,6.51,18,5.2,1126,8.0,82.65,5.744897959183674,62.55555555555556,0.553791447,1.0709875359999999
0542ab29a,185,12.333333333333334,1.4432432432432432,6.51,15,6.1,1059,7.5,75.0,5.724324324324324,70.6,0.500290993,-2.261028038
ce470932b,192,24.0,1.5208333333333333,8.28,8,11.5,1119,13.4,55.58,5.828125,139.875,0.49951140200000005,-0.352036526
10112f396,179,25.571428571428573,1.2793296089385475,6.94,7,9.7,988,12.7,70.87,5.5195530726256985,141.14285714285714,0.489798625,-0.169105333
e18cb726a,150,8.823529411764707,1.32,5.76,17,3.2,847,4.9,87.92,5.6466666666666665,49.8235294117647,0.490395588,-0.075289783
400903544,176,17.6,1.2897727272727273,6.25,10,8.3,1009,11.9,74.53,5.732954545454546,100.9,0.494677706,-0.31706137300000004
fe19cd82d,180,25.714285714285715,1.3777777777777778,6.93,7,11.0,1000,12.9,62.31,5.555555555555555,142.85714285714286,0.47369146100000004,-0.4603042
ee3057687,182,18.2,1.5384615384615385,7.49,10,9.2,1106,11.6,61.46,6.076923076923077,110.6,0.44943151600000003,-0.7434351359999999
0b85114d2,181,22.625,1.5193370165745856,8.77,8,10.9,1086,13.5,57.0,6.0,135.75,0.49847034700000004,-1.140224065
9a025b51d,196,17.818181818181817,1.4234693877551021,7.26,11,7.9,1151,10.5,70.33,5.872448979591836,104.63636363636364,0.479292427,-0.569249053
6a5350990,139,23.166666666666668,1.3093525179856116,5.58,6,8.8,728,10.1,73.31,5.237410071942446,121.33333333333333,0.476845578,0.083994205
322e67244,189,21.0,1.4973544973544974,6.85,9,10.3,1094,11.6,58.62,5.788359788359788,121.55555555555556,0.49874824,-2.530227686
88f6fd2e2,170,18.88888888888889,1.411764705882353,6.99,9,8.3,993,10.9,69.21,5.841176470588235,110.33333333333333,0.5032734839999999,0.389075757
9d0141395,194,16.166666666666668,1.3969072164948453,6.72,12,7.2,1133,9.5,71.95,5.84020618556701,94.41666666666667,0.471247536,-0.802163794
5cd839366,190,17.272727272727273,1.4,6.24,11,7.7,1081,9.3,70.84,5.689473684210526,98.27272727272727,0.499095365,-1.134926912
cd5e78485,181,13.923076923076923,1.4751381215469612,6.57,13,8.0,1113,10.4,64.61,6.149171270718232,85.61538461538461,0.480744336,-0.41667149700000006
d6764322c,141,23.5,1.297872340425532,6.48,6,8.9,751,10.7,73.0,5.326241134751773,125.16666666666667,0.549119453,1.024258258
952e7545d,184,20.444444444444443,1.3532608695652173,5.94,9,8.9,1050,11.0,67.69,5.706521739130435,116.66666666666667,0.47318358899999996,-0.024195137999999998
c1b9c0e90,198,24.75,1.4242424242424243,6.54,8,10.6,1178,14.3,63.22,5.94949494949495,147.25,0.48113380200000005,-0.514429592
639596b83,192,16.0,1.5520833333333333,7.63,12,10.1,1215,12.4,53.71,6.328125,101.25,0.485336066,-1.342652384
a01200b53,194,16.166666666666668,1.458762886597938,7.53,12,8.4,1163,10.2,63.49,5.994845360824742,96.91666666666667,0.466217551,-0.64364403
22a65768d,197,17.90909090909091,1.4213197969543148,7.01,11,7.9,1158,10.6,70.23,5.878172588832487,105.27272727272727,0.44708714899999996,-0.887465518
f234be2d1,200,12.5,1.205,5.77,16,4.1,1095,6.9,90.8,5.475,68.4375,0.560097599,1.263126798
9147713d7,163,14.818181818181818,1.4846625766871167,7.28,11,7.9,940,8.5,64.91,5.766871165644171,85.45454545454545,0.477781731,-1.10578373
d2ed034c7,196,21.77777777777778,1.433673469387755,7.51,9,10.5,1099,12.6,63.53,5.607142857142857,122.11111111111111,0.47092562,-1.063582485
5f6bddf7e,180,16.363636363636363,1.2555555555555555,5.59,11,6.1,959,7.2,80.21,5.3277777777777775,87.18181818181819,0.461890177,-0.309605294
6fdc56fc1,151,18.875,1.4966887417218544,7.82,8,9.5,902,11.5,60.75,5.973509933774834,112.75,0.5089599929999999,0.716514663
840ed394e,167,20.875,1.5688622754491017,7.98,8,11.4,1050,13.9,50.26,6.287425149700598,131.25,0.503367723,0.192178063
5c7e474f9,179,25.571428571428573,1.5195530726256983,8.2,7,13.7,1105,17.8,49.69,6.173184357541899,157.85714285714286,0.464060091,-1.586580457
bc2022607,180,20.0,1.4666666666666666,7.74,9,10.9,1079,13.4,57.1,5.9944444444444445,119.88888888888889,0.45786967100000003,-1.291231784
6923a71bd,174,24.857142857142858,1.339080459770115,7.23,7,9.5,977,12.8,71.58,5.614942528735632,139.57142857142858,0.581428944,1.020308011
b73d34263,171,10.058823529411764,1.327485380116959,5.61,17,3.7,958,5.3,86.6,5.60233918128655,56.35294117647059,0.466241671,-0.594404653
55990b441,174,15.818181818181818,1.4367816091954022,6.95,11,8.5,1021,11.2,68.81,5.867816091954023,92.81818181818181,0.464664869,-1.179180106
933bbff95,192,19.2,1.46875,7.22,10,9.6,1165,12.0,60.45,6.067708333333333,116.5,0.45757932,-0.9041285379999999
d5fb5c973,177,14.75,1.6836158192090396,8.74,12,10.2,1132,11.5,47.99,6.395480225988701,94.33333333333333,0.517769984,-2.030345161
d77ea07b8,176,9.777777777777779,1.3465909090909092,6.13,18,3.8,963,4.8,86.3,5.471590909090909,53.5,0.48293847700000003,-0.257776264
861faf1f5,170,7.391304347826087,1.2058823529411764,4.93,23,1.5,846,1.0,97.8,4.976470588235294,36.78260869565217,0.48227752399999996,-0.371879498
f0d7b622e,156,12.0,1.2115384615384615,5.45,13,3.3,789,3.7,93.14,5.0576923076923075,60.69230769230769,0.559222222,0.850392143
437b00624,149,9.933333333333334,1.2416107382550337,5.58,15,3.1,804,5.1,93.64,5.395973154362416,53.6,0.49053293200000003,0.357384606
8fb1cf05f,185,4.512195121951219,1.2540540540540541,5.34,41,1.7,1034,2.7,91.78,5.589189189189189,25.21951219512195,0.47953203200000005,-2.1991863030000003
c946aecc3,179,19.88888888888889,1.4860335195530727,8.42,9,9.9,1055,11.6,59.74,5.893854748603352,117.22222222222223,0.458458319,-1.427664021
ec01b706a,180,20.0,1.3333333333333333,6.56,9,7.6,1037,11.1,76.56,5.761111111111111,115.22222222222223,0.480751769,-0.38655225299999996
d91936b32,153,10.2,1.2549019607843137,5.0,15,4.0,795,3.8,85.79,5.196078431372549,53.0,0.482407895,0.7245535790000001
476b3492a,192,9.6,1.2447916666666667,1.16,20,2.5,981,3.0,95.06,5.109375,49.05,0.503104584,0.487495265
90a777ef2,191,13.642857142857142,1.3141361256544504,6.13,14,5.1,1042,6.4,83.05,5.455497382198953,74.42857142857143,0.48697007,0.005085636
0de4ec6f5,152,15.2,1.4078947368421053,6.99,10,6.9,901,9.4,72.97,5.927631578947368,90.1,0.5590797439999999,0.991114026
d42622eb6,189,13.5,1.5343915343915344,6.9,14,7.4,1116,8.5,66.23,5.904761904761905,79.71428571428571,0.465314551,-0.984640437
8c9a2b4ee,151,15.1,1.7483443708609272,8.36,10,10.4,971,11.8,47.69,6.430463576158941,97.1,0.47569242100000003,-1.644198296
be4393b13,181,18.1,1.5138121546961325,7.33,10,9.2,1051,10.4,61.56,5.806629834254144,105.1,0.453352078,-1.326654811
5ac6ee76a,194,14.923076923076923,1.3917525773195876,6.74,13,6.7,1079,7.6,73.27,5.561855670103093,83.0,0.462175965,-0.14668009199999998
8be3592cf,155,15.5,1.5225806451612902,6.54,10,8.2,924,9.7,64.2,5.961290322580645,92.4,0.525425841,-0.556069951
c9849a3ad,138,23.0,1.7826086956521738,9.35,6,14.6,918,16.8,31.21,6.6521739130434785,153.0,0.47479393200000003,-0.637014302
ba7c965a6,183,20.333333333333332,1.3715846994535519,6.46,9,8.8,1016,10.2,67.79,5.551912568306011,112.88888888888889,0.48324900299999995,-0.124636626
347de9ec7,197,6.793103448275862,1.3096446700507614,6.71,29,10.7,1119,14.7,68.33,5.680203045685279,38.58620689655172,0.540726656,0.700117443
f1e1e48c9,177,14.75,1.5649717514124293,7.58,12,9.1,1089,10.3,56.45,6.1525423728813555,90.75,0.46683558799999997,-0.43635162899999996
